colonia,alcaldia,nueva_clave,total,cuartil,quintil,octil,decil,geo_shape,geo_point
COLTONGO,AZCAPOTZALCO,02-009,6,1,1,1,1,"{""type"": ""Polygon"", ""coordinates"": [[[-99.15595432622635, 19.486505767224067], [-99.15293515251587, 19.485831555395354], [-99.15047882203052, 19.48529193377323], [-99.14971445661266, 19.48324666199184], [-99.14886066944281, 19.480983515178323], [-99.14814892718299, 19.479096836912657], [-99.14797372660533, 19.478623923483653], [-99.14816344798685, 19.47864088065259], [-99.14959491110004, 19.479054215577662], [-99.15124725465353, 19.47955132727626], [-99.15140852245716, 19.479120031794903], [-99.15310716422316, 19.47968941506484], [-99.15358712461187, 19.47984831116192], [-99.153838115613, 19.4799314038253], [-99.1541408830558, 19.480031636933532], [-99.15503152551209, 19.480326486180903], [-99.15530800807616, 19.480418564520207], [-99.15672389502556, 19.480890095991228], [-99.15731037781002, 19.481100579582996], [-99.15705383012441, 19.48209875927725], [-99.15666820907137, 19.48359911609023], [-99.156311643321, 19.485050925286554], [-99.15598639246531, 19.48637520833604], [-99.15595432622635, 19.486505767224067]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.1528844589,19.4825341796] }"
SAN  MIGUEL AMANTLA (PBLO),AZCAPOTZALCO,02-069,6,1,1,1,1,"{""type"": ""Polygon"", ""coordinates"": [[[-99.20496857580156, 19.479125832797102], [-99.20469027484897, 19.479055911272305], [-99.20430789602054, 19.47895301312515], [-99.20408012076513, 19.47889171835428], [-99.20393249912821, 19.4788504291137], [-99.20390292739147, 19.478842157988314], [-99.2035207856008, 19.47873527357275], [-99.20330876312899, 19.47867597083454], [-99.20320116843703, 19.47864587646053], [-99.20270005105147, 19.47850571228979], [-99.20259689916566, 19.478476860167415], [-99.20240322507146, 19.47842268832259], [-99.20211900762924, 19.478343190500212], [-99.20207570289976, 19.478331077785462], [-99.20168703925467, 19.478238489989586], [-99.20063642729207, 19.477940212087375], [-99.20016285601844, 19.477805758712808], [-99.1998794690281, 19.477725300561787], [-99.19989400933162, 19.477680422479967], [-99.19997978531626, 19.4774156777133], [-99.20016089599481, 19.4768566825999], [-99.20048074009026, 19.47585706290991], [-99.2005032768179, 19.475778327977658], [-99.20058320990992, 19.475525520567473], [-99.20078795103741, 19.474888182934215], [-99.20090033820665, 19.47453005921756], [-99.20109382510664, 19.473910559404292], [-99.20110517383789, 19.473775851686316], [-99.20108198687203, 19.47364846310879], [-99.20104982472137, 19.473557306812378], [-99.20104161995037, 19.47353405223865], [-99.20102806217496, 19.473495625764937], [-99.20090427352756, 19.473359752276718], [-99.20083615596967, 19.47327186910611], [-99.20119618036415, 19.473280865299078], [-99.20135108686101, 19.473241542376556], [-99.202133459641, 19.47304293519916], [-99.20252211205008, 19.472944273433654], [-99.20433699139585, 19.472390585467693], [-99.20507447727273, 19.47222196813274], [-99.20518358831751, 19.472172052848798], [-99.20536300162019, 19.472075285856857], [-99.20591563871643, 19.47179432984784], [-99.20646049932948, 19.47144749071977], [-99.20658071687028, 19.471370964036876], [-99.20679819313965, 19.47123164261875], [-99.20687069392403, 19.47121808371356], [-99.20692348279869, 19.471208211258002], [-99.20761725102098, 19.471412151802934], [-99.20801955026818, 19.471530410855138], [-99.20800709785915, 19.471577499709873], [-99.2078029139836, 19.47234961822568], [-99.20783207109277, 19.472440851996772], [-99.20774658299402, 19.472721217368687], [-99.20765574093437, 19.473028881741843], [-99.20756346128807, 19.47333661622116], [-99.20749226933744, 19.473574188637386], [-99.2074726484555, 19.47363603333299], [-99.20737408375544, 19.473944826673552], [-99.20727551868738, 19.474253619953448], [-99.20709471565542, 19.47481105674774], [-99.2061820256442, 19.47453121733148], [-99.20600472938824, 19.47524077687909], [-99.20672752216258, 19.47554107879422], [-99.20731682262355, 19.47573958410557], [-99.20750109824549, 19.475824507110634], [-99.20770545578405, 19.47588647338286], [-99.2080444724577, 19.475976792801347], [-99.20862667455522, 19.476073206699272], [-99.20868525190652, 19.476097366371604], [-99.20790368342584, 19.47655436514457], [-99.2078393084154, 19.47659200624055], [-99.20775656324255, 19.47663768629206], [-99.20693629953767, 19.477090515182304], [-99.20671537526383, 19.477210210205367], [-99.20643586998685, 19.477372516354098], [-99.20634730706198, 19.477446883532185], [-99.2058583440262, 19.477325805628013], [-99.20578081859139, 19.477646172063885], [-99.2057070624909, 19.477950960902053], [-99.20562885135881, 19.478274158398253], [-99.20561715883132, 19.478322476160425], [-99.20549287471535, 19.47879076470333], [-99.20506316924238, 19.478667388839796], [-99.20496857580156, 19.479125832797102]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.2041463318,19.4753364825] }"
SAN ANDRES (BARR),AZCAPOTZALCO,02-071,12,4,5,7,9,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18132985764326, 19.495381344603373], [-99.18122470684627, 19.495336224959097], [-99.18089081439658, 19.49508148832182], [-99.18079901495969, 19.49503017044886], [-99.18047154588072, 19.494919473481133], [-99.18020508107159, 19.494837977055283], [-99.17991259899993, 19.49477403277236], [-99.17985210394238, 19.494762201971923], [-99.17967721253443, 19.494730639817956], [-99.17941624145448, 19.494683542773306], [-99.17887290420428, 19.494529946871708], [-99.17863600895089, 19.494441361762824], [-99.17809008482122, 19.49417133107391], [-99.17776828024208, 19.493977297981623], [-99.17749530515883, 19.49389020916743], [-99.17771172105958, 19.49328215718412], [-99.17778328782148, 19.493111708874647], [-99.17784232054274, 19.4929813137081], [-99.17787553314858, 19.492900464480662], [-99.17741717963791, 19.49274436332848], [-99.17762211943301, 19.492163773452287], [-99.17773167353324, 19.491853407340624], [-99.17781488503459, 19.491617668823256], [-99.17802176492243, 19.490990712023752], [-99.17804129668674, 19.490701576226197], [-99.1780581936664, 19.490451443318904], [-99.17819010469307, 19.489946925446887], [-99.17858909014953, 19.489883402880466], [-99.17959635729723, 19.489729603431513], [-99.18055930975396, 19.48958792400179], [-99.18067703869245, 19.489570602146475], [-99.18099638320363, 19.489543077891646], [-99.1813021880664, 19.489538124054633], [-99.18144771559497, 19.489552011805603], [-99.18200622668355, 19.489701277166265], [-99.18252749890486, 19.48984058841428], [-99.18334214382473, 19.490058300723433], [-99.18318399498563, 19.490486226269578], [-99.18310227831002, 19.490707337635165], [-99.18281069274335, 19.491614410746724], [-99.18265814975524, 19.492085532882534], [-99.18252433839697, 19.49248769486069], [-99.18231189866613, 19.49314167861147], [-99.18222481936141, 19.493431270173115], [-99.18211697056614, 19.49378689577358], [-99.1818843177071, 19.494406802870355], [-99.18177221597881, 19.49466719942491], [-99.18162994222193, 19.49498132261079], [-99.18132985764326, 19.495381344603373]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.1802886139,19.4921465056] }"
SAN MARTIN XOCHINAHUAC (PBLO),AZCAPOTZALCO,02-081,9,3,4,6,7,"{""type"": ""Polygon"", ""coordinates"": [[[-99.19068163825848, 19.504114589449706], [-99.19063288752203, 19.503829764583802], [-99.19059036686802, 19.503581337951776], [-99.19049854567828, 19.50307331661686], [-99.19047978249554, 19.50296950468838], [-99.19047216160136, 19.502927950241034], [-99.19046962130417, 19.502914098758463], [-99.19012548885712, 19.501037624309145], [-99.19007700584139, 19.50077325401192], [-99.18986691772363, 19.4996276659602], [-99.18985965761149, 19.49958807722906], [-99.18962687953828, 19.498242921000852], [-99.18981795842824, 19.498256139529026], [-99.19042183373135, 19.498407553349566], [-99.1904872213211, 19.49842394829279], [-99.1907361593059, 19.49848636545757], [-99.19096434724213, 19.498543579540094], [-99.19129097026153, 19.498625473903417], [-99.19180184525088, 19.497204769820552], [-99.19193730997824, 19.496828048446954], [-99.19196842962303, 19.496745148576363], [-99.19232211026065, 19.495802969620414], [-99.19526809219607, 19.496701547280367], [-99.19537017945326, 19.496731679537945], [-99.19632904926144, 19.497014697899143], [-99.19730961885725, 19.497304114836417], [-99.19866634327899, 19.49771661306618], [-99.19864429056398, 19.497788442592867], [-99.19862223782978, 19.497860272116466], [-99.19845715102291, 19.49839798597421], [-99.19835684354761, 19.498724701502386], [-99.19826601990088, 19.499022064407797], [-99.19818617529734, 19.499283480238333], [-99.19809269096852, 19.499591035136447], [-99.1979901154891, 19.499962142161213], [-99.19795698931658, 19.500085771512325], [-99.19819491078802, 19.500157656233377], [-99.1981402246284, 19.500304980340665], [-99.19759629715327, 19.50174977866836], [-99.1978388145879, 19.501824993180378], [-99.19762112658651, 19.502360445784568], [-99.19745239479671, 19.502931488800527], [-99.19818883438224, 19.505337133994736], [-99.1983614128807, 19.5058972544997], [-99.19838245966638, 19.506008859230132], [-99.19838722288976, 19.506104325153743], [-99.19839044254876, 19.506204199128856], [-99.19837353847534, 19.506314376671774], [-99.19817555276029, 19.506924138949984], [-99.19791150669145, 19.507724476044928], [-99.19787628761475, 19.507714927031497], [-99.19784106854256, 19.50770537838667], [-99.19699854208443, 19.507476940051287], [-99.1966905425098, 19.507389516471505], [-99.19536760961891, 19.5070135140219], [-99.19543050411104, 19.506841778845875], [-99.19548056924707, 19.506694825957258], [-99.19543258766744, 19.506686515079128], [-99.19536805239204, 19.506674041539156], [-99.1955973632034, 19.506011673593765], [-99.19483730148698, 19.505777342355955], [-99.19458604899394, 19.505699878966304], [-99.19365602933965, 19.505414853323636], [-99.19359057342787, 19.505391874871723], [-99.19304516268937, 19.505223119794113], [-99.19283498395448, 19.505158088034143], [-99.19182831075544, 19.50480411113451], [-99.1912266516426, 19.504593938473672], [-99.19104769094659, 19.504755833015984], [-99.1909158935406, 19.504875061284892], [-99.19098339407435, 19.505274331872577], [-99.19101938371381, 19.50555447952078], [-99.19092602090065, 19.505562419253764], [-99.19103637391378, 19.506260821936387], [-99.19115045813334, 19.506871615427062], [-99.19122571285237, 19.50727451770254], [-99.19139592674767, 19.50822891762195], [-99.19150267699987, 19.508827466937326], [-99.19153133583333, 19.508988156403742], [-99.19158351227111, 19.50928070771839], [-99.19163568890137, 19.50957325900694], [-99.19178832845455, 19.51050264637893], [-99.1917929974692, 19.510534844133396], [-99.1918025078535, 19.510600428169568], [-99.19180324880351, 19.51060553779177], [-99.19181697603831, 19.510700201313583], [-99.19060429712275, 19.510427557833726], [-99.18961804439702, 19.51021344880605], [-99.18902682076806, 19.510085095160566], [-99.18893688512769, 19.51006557009827], [-99.1884536664013, 19.509917885044413], [-99.18721929001947, 19.509453065144015], [-99.18609898075239, 19.509031188094653], [-99.1853930249325, 19.508740025287096], [-99.18516075499824, 19.50854716829469], [-99.18501861213565, 19.508484445610687], [-99.18454959851094, 19.508327754363744], [-99.18406170901665, 19.508229458606017], [-99.18369218726417, 19.508108588511778], [-99.18261665916734, 19.507642657026533], [-99.18241981036742, 19.507577419266276], [-99.18264399844416, 19.506414534445412], [-99.18285856773392, 19.505346545361494], [-99.18307878729175, 19.505386182905113], [-99.18338609609631, 19.505441495250075], [-99.18437041153824, 19.505620361483988], [-99.18535472909727, 19.50579922234253], [-99.1854749404831, 19.50582106562165], [-99.18729263230152, 19.506160477435593], [-99.189205602236, 19.506513482058903], [-99.18924551492692, 19.50652091791843], [-99.18936722647668, 19.506543381275904], [-99.18963603149274, 19.505178538349398], [-99.18965637221397, 19.505075258504252], [-99.1895950134309, 19.505062434901582], [-99.1871404469728, 19.504605459691387], [-99.18616292770902, 19.504423461509067], [-99.18513359610265, 19.50423181055026], [-99.18466416391502, 19.504147707763295], [-99.1831414501441, 19.503874891583354], [-99.18349207256712, 19.502364415954993], [-99.1837444844706, 19.501248274244293], [-99.18392461423085, 19.500335219142762], [-99.18408895654512, 19.49960157871106], [-99.18429120515721, 19.49868853113355], [-99.18431047007469, 19.49863102896681], [-99.18453052579213, 19.49797420089801], [-99.18604310633708, 19.49838914637305], [-99.18795873166496, 19.498952042095933], [-99.18796193132293, 19.49898670566038], [-99.18857006988631, 19.50246231853022], [-99.18976723940995, 19.50278546038226], [-99.19030184556944, 19.50291897513821], [-99.19035134238003, 19.502933031095672], [-99.19076647155845, 19.505285307515717], [-99.19077227830802, 19.50531912237081], [-99.19088481429242, 19.5053016290574], [-99.19087332324057, 19.505280921893508], [-99.1908129848475, 19.504905187328287], [-99.19075264674106, 19.504529452725034], [-99.19069150998016, 19.504172264590515], [-99.19068163825848, 19.504114589449706]], [[-99.18692069904459, 19.502013575018786], [-99.18692249441277, 19.50042634034144], [-99.18692252086312, 19.500402957037], [-99.18561132230974, 19.5000101940029], [-99.18415161805865, 19.499617780735736], [-99.18400877091557, 19.500257889202505], [-99.18398884807478, 19.500347164501125], [-99.18385694894899, 19.500977573819434], [-99.18387029347483, 19.501181352484746], [-99.18692069904459, 19.502013575018786]], [[-99.19109775828873, 19.508862419553697], [-99.19106372561676, 19.508570585748178], [-99.19109784227446, 19.508440567925867], [-99.19115184721616, 19.508351575968472], [-99.19099882718766, 19.507402689520905], [-99.1909157003836, 19.506887210309596], [-99.19002543322162, 19.507577564693992], [-99.18948995428151, 19.508385248870397], [-99.1895101897534, 19.50839188267515], [-99.19109775828873, 19.508862419553697]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.1911745201,19.5030010543] }"
SAN PEDRO XALPA (PBLO),AZCAPOTZALCO,02-085,7,2,2,3,4,"{""type"": ""Polygon"", ""coordinates"": [[[-99.20377178006035, 19.482280632027486], [-99.2043741294416, 19.48239608231955], [-99.20444912023461, 19.48210552144263], [-99.20498893155019, 19.48224092802793], [-99.20534831956412, 19.482352634302725], [-99.20539241843534, 19.48239531620998], [-99.20563588851688, 19.48179000815388], [-99.20565544191606, 19.481712464634306], [-99.20613828813056, 19.48183916255855], [-99.20620678335972, 19.481857135455165], [-99.20617945324493, 19.481950895761383], [-99.20664573149062, 19.482080326519526], [-99.20676220257131, 19.482111582810166], [-99.20678434530164, 19.482131869587047], [-99.20709369695872, 19.482216591130555], [-99.20758458637971, 19.48235102880236], [-99.20803451714647, 19.482474247943696], [-99.20847482845123, 19.482596479933523], [-99.20891860149912, 19.482722049082124], [-99.20936844441111, 19.4828493344351], [-99.20946238439858, 19.4828759150683], [-99.20952797654927, 19.48267889061502], [-99.20955799018425, 19.482588736064205], [-99.20960718346178, 19.482440969737734], [-99.21070257591842, 19.4827329427861], [-99.21298641180553, 19.483341666534095], [-99.2133203173055, 19.483430701596845], [-99.21335248849563, 19.483319669241205], [-99.2140261676044, 19.483501221445163], [-99.21470016768653, 19.483682857225705], [-99.21534672255575, 19.48385709406802], [-99.21563969377696, 19.4839360428359], [-99.21563030145245, 19.483964365894828], [-99.21562393805915, 19.483983248765313], [-99.21511246256946, 19.485535950683634], [-99.2148001789023, 19.486483944706535], [-99.21477176869155, 19.48655012981426], [-99.21371951788456, 19.48620608915033], [-99.21364015014105, 19.486180938266543], [-99.21278398296143, 19.48590962430465], [-99.21239015420113, 19.485845905574596], [-99.21195954881912, 19.485887252460778], [-99.21146127583366, 19.48593451197677], [-99.21105879636266, 19.485875903888605], [-99.2106975985093, 19.485769777763355], [-99.2105964817134, 19.485739025669773], [-99.20995961844622, 19.48554533838471], [-99.2095544673338, 19.485405593895198], [-99.20879632635699, 19.485144093249573], [-99.20869578681203, 19.485111545623138], [-99.20867149872116, 19.485103682838893], [-99.20722275298667, 19.484634673048607], [-99.20641391141902, 19.484372816428746], [-99.20623670021718, 19.48431544498356], [-99.20511512121399, 19.484070994787285], [-99.20335305001713, 19.483686932591525], [-99.20347643577561, 19.483363398342263], [-99.20359735350628, 19.482978950784993], [-99.2036162626858, 19.482924152465493], [-99.20362161321917, 19.482665370985885], [-99.20362657367775, 19.482425455124613], [-99.20363018099704, 19.482250984401137], [-99.20370348068192, 19.48226364823341], [-99.20377178006035, 19.482280632027486]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.2098621504,19.4840383721] }"
CAFETALES I (RDCIAL),COYOACAN,03-010,6,1,1,1,1,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1111724345529, 19.315190888731397], [-99.11140976543868, 19.315701792704914], [-99.11122338378199, 19.315683348246193], [-99.11107520668969, 19.315668684398894], [-99.11076731713082, 19.31563821475138], [-99.11041460297562, 19.31560638140741], [-99.1101755717169, 19.315580795634812], [-99.11003396125157, 19.315565637578015], [-99.10971323692362, 19.31553389588143], [-99.10951901365523, 19.315514673560575], [-99.10938589797702, 19.31550149894968], [-99.10905437285024, 19.315468687097137], [-99.10877473288248, 19.31544062281203], [-99.10871252049361, 19.315434379202042], [-99.10838564865207, 19.31540249995377], [-99.10833051717857, 19.315397043190675], [-99.10807001776742, 19.315371259438134], [-99.1078918709208, 19.315353626572], [-99.10773601662574, 19.315338200063156], [-99.10740495932146, 19.315305431451804], [-99.1069346289695, 19.315258876302778], [-99.10724020615415, 19.313880343711574], [-99.10731475639109, 19.313494285891032], [-99.10745420365456, 19.312772154403238], [-99.10761345248747, 19.312062647583467], [-99.10766512363504, 19.311832433996383], [-99.10781140083016, 19.311180712805697], [-99.10799708975162, 19.310353389626957], [-99.107510881029, 19.310233677533745], [-99.10753764094882, 19.310144546984144], [-99.10756908986818, 19.310039798430203], [-99.10795684238698, 19.310134996585283], [-99.10835674712385, 19.310233177283198], [-99.10843220902557, 19.310248414491912], [-99.1090860399496, 19.310380434098345], [-99.10974018235056, 19.310543082996844], [-99.10977603861436, 19.310551998381726], [-99.11076162499839, 19.31079705373011], [-99.11086688919762, 19.310821991418827], [-99.11098451102283, 19.310847624474786], [-99.11145185131691, 19.310949470049028], [-99.1116640312076, 19.31099570911423], [-99.11219801010064, 19.311112754987068], [-99.11217687946846, 19.31121127486815], [-99.1121492840353, 19.311292417027747], [-99.11235196577904, 19.31134494377725], [-99.11137515705873, 19.315203091452553], [-99.1111724345529, 19.315190888731397]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.1096016534,19.3130310039] }"
DEL CARMEN,COYOACAN,03-037,6,1,1,1,1,"{""type"": ""Polygon"", ""coordinates"": [[[-99.16258077828584, 19.35115000897667], [-99.16276662369101, 19.350395206170287], [-99.16389553443338, 19.35070507424735], [-99.16413860049767, 19.349730273106175], [-99.16426883803898, 19.349207958791585], [-99.16590971132304, 19.349266328460686], [-99.16745039889834, 19.349321638457933], [-99.1684853601973, 19.349358785768324], [-99.1689389484417, 19.349375064308855], [-99.16927090440096, 19.349393618711087], [-99.17003097910835, 19.349436100159732], [-99.17021821562467, 19.349446564533334], [-99.17039051746694, 19.349456194058686], [-99.16984281335945, 19.350812929410715], [-99.1697517176075, 19.35100686923514], [-99.16971953833622, 19.351075374237293], [-99.1696873590383, 19.351143879233458], [-99.17328993589129, 19.35119566963649], [-99.17410731218447, 19.351173207680052], [-99.17453315119413, 19.351216465415156], [-99.17654199576259, 19.351654800566948], [-99.17746564992723, 19.35187716368247], [-99.17752840457617, 19.351892271221775], [-99.17748098915588, 19.35196664505192], [-99.17741587380796, 19.352068782112724], [-99.17730334279878, 19.352245292932675], [-99.17723747278963, 19.352361287881703], [-99.17717122619803, 19.352477945790934], [-99.17710497951279, 19.352594603675342], [-99.17606471388157, 19.353431805454523], [-99.17558534967324, 19.353872608256072], [-99.17548104114695, 19.35398273407649], [-99.17525579746818, 19.354257516985182], [-99.17498330863386, 19.35464349774444], [-99.1742166031734, 19.355476563024894], [-99.17358479935913, 19.35614829444051], [-99.17301889337824, 19.35677949710631], [-99.17276372765444, 19.35719401312521], [-99.17245056711772, 19.357934376770615], [-99.17185429350359, 19.359449264977098], [-99.17180291985814, 19.35960108300151], [-99.1716633340649, 19.359524655986455], [-99.1710310582292, 19.359127124595513], [-99.17057907967214, 19.358886609466108], [-99.17046469193524, 19.35883035955356], [-99.17029581796152, 19.358756224503104], [-99.17008496727274, 19.358692818495335], [-99.16964138885164, 19.358618064982217], [-99.16930386955505, 19.358598719938705], [-99.16881507347742, 19.358576046449063], [-99.16847287501197, 19.358560172309872], [-99.16757145749281, 19.358504549521022], [-99.16727266683904, 19.35848611137818], [-99.16346975593223, 19.358278932211324], [-99.16185922606999, 19.358195211809768], [-99.15714247578249, 19.357925019416392], [-99.15669724612468, 19.35789950870396], [-99.15320830094826, 19.35770941324274], [-99.1529937838563, 19.3576986200814], [-99.15297826926763, 19.35763033645218], [-99.15293679421313, 19.35747943929654], [-99.15244125268754, 19.35567650619536], [-99.15227205808749, 19.35506091439271], [-99.1519766728321, 19.35401216859597], [-99.15193571191116, 19.35387930697435], [-99.15176578941468, 19.35332814068849], [-99.15125222745219, 19.351561594533525], [-99.15134383300563, 19.351562024840423], [-99.15143543855919, 19.35156245510123], [-99.15162207880783, 19.351504914135848], [-99.15267421252534, 19.351296699760134], [-99.15321528104053, 19.35117462827378], [-99.1549735996775, 19.350827026932937], [-99.15574832970734, 19.350673864999838], [-99.15610031311782, 19.350601952721814], [-99.15734485976655, 19.35034723115197], [-99.15788984574986, 19.35023568585673], [-99.15867556826298, 19.35007486455057], [-99.1590809404572, 19.34999189171755], [-99.15999907411721, 19.34983425625938], [-99.1617821808017, 19.34952809848273], [-99.16181667449042, 19.349626014691296], [-99.1617293290836, 19.349986814151784], [-99.16162275831154, 19.35042702603526], [-99.16154984220452, 19.350527195604776], [-99.16172100646376, 19.35133558325535], [-99.16258077828584, 19.35115000897667]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.163808041,19.3541145678] }"
EX HACIENDA COAPA,COYOACAN,03-051,7,2,2,4,4,"{""type"": ""Polygon"", ""coordinates"": [[[-99.13344575637328, 19.30911150645954], [-99.13337197461527, 19.30898498062036], [-99.12778647158459, 19.31105063001116], [-99.12766910994091, 19.310822496218712], [-99.12754651548437, 19.310856508770392], [-99.12728305200518, 19.310411915410505], [-99.12809393836383, 19.310181467242156], [-99.12969741483273, 19.30971599186658], [-99.12965506261511, 19.309572798885416], [-99.12815582180751, 19.309986677106156], [-99.12925702814401, 19.305944958933512], [-99.1283998415432, 19.30556630362434], [-99.12846608178543, 19.305394389243325], [-99.12955391079139, 19.30592281810163], [-99.13006252349298, 19.30614688519107], [-99.13054811573932, 19.3063605085244], [-99.13104659205278, 19.30657366500068], [-99.13116457050187, 19.306624114198588], [-99.13196309303548, 19.306981731356238], [-99.13225631134851, 19.30710621135941], [-99.13251331875303, 19.307215318196565], [-99.13281721480817, 19.307354241280052], [-99.13481093965149, 19.308251446405286], [-99.13516605242216, 19.3082090743274], [-99.13585238058295, 19.30813278889208], [-99.13619710060512, 19.30809447223152], [-99.13710882431589, 19.30800326776853], [-99.13744395918273, 19.30796974131582], [-99.13751861659527, 19.307976499082795], [-99.13761058261942, 19.30798735124157], [-99.13843533783886, 19.308322201082202], [-99.13848912081077, 19.30834403674041], [-99.13867522449614, 19.30843015232527], [-99.13883968991105, 19.308508069238215], [-99.14101877710797, 19.309430579436142], [-99.1412849469349, 19.30954743647888], [-99.14150839941668, 19.309640036647206], [-99.14159207030833, 19.309670522389776], [-99.14154912613172, 19.30979001873675], [-99.14121985735994, 19.31070623501649], [-99.14093065868019, 19.311576684011648], [-99.14065896096415, 19.312329802003248], [-99.14053100846976, 19.3127001677237], [-99.140315930231, 19.313402591920017], [-99.1398194734428, 19.314912375370792], [-99.13948678416735, 19.314816303434956], [-99.13628237164964, 19.313869769988237], [-99.13624406688082, 19.313858374862367], [-99.13620576211726, 19.31384697972842], [-99.13637913024198, 19.31332754048093], [-99.13647359896774, 19.31302320680843], [-99.13645713182537, 19.31279650251174], [-99.13640188300577, 19.312653480690265], [-99.13626944349346, 19.312500048473154], [-99.13571428020886, 19.312273654782004], [-99.1351407704676, 19.312082166424943], [-99.13474006236453, 19.311963824995846], [-99.13456481766205, 19.311866683742526], [-99.13428774076661, 19.31165011734012], [-99.13415528410955, 19.311472258152545], [-99.13410025390003, 19.311362887714257], [-99.13400435168921, 19.311172285342227], [-99.13392697417048, 19.310931577304846], [-99.13390667951343, 19.31062707270483], [-99.13393921979754, 19.310319073614092], [-99.13394464323352, 19.310062717260198], [-99.13376844606688, 19.309774136982934], [-99.13344575637328, 19.30911150645954]]]}","{ ""type"": ""Point"", ""coordinates"": [-99.1354074188,19.3101593873] }"
